year;taladradora;limones;cazadora;azafrán;uvas;comino;medias;pala;laurel;mandarinas;sierra;zapatos;romero;piña;tornillos;guantes
1870;0,0;0,00010508989711459954;2,245097892991258e-05;2,702698458684998e-05;0,00025842173840828764;3,528470305777124e-05;0,0010719906770516121;0,00024264173654436102;0,0004652911164677269;1,544815957694417e-07;0,0018009966100050534;0,0003845534625465266;5,928755147773959e-05;4,817743542519435e-05;0,00012019133188394853;0,00019170348325912655
1871;0,0;0,00010561192189990315;2,2605010384170653e-05;2,520121356042182e-05;0,00023359813781098637;3,272234181395106e-05;0,0010493581612536218;0,00023935697949387498;0,0004672033940421118;1,544815957694417e-07;0,001740653845315267;0,0003624011242209235;5,6358879468072185e-05;4,6479463224256635e-05;0,00012280098157394344;0,0001897680785337538
1872;0,0;9,806558044341988e-05;2,3313380584763115e-05;2,2535618679090214e-05;0,0002228559724569225;3,5904193396163464e-05;0,001059895112121012;0,000237763707186137;0,0004794094495861957;0,0;0,0017430401775137788;0,00037003951872195885;6,011117363868834e-05;5,801672549361163e-05;0,00011519237789668426;0,0001921008837208709
1873;0,0;0,00010154883146437247;2,3513183577961172e-05;2,03024857877868e-05;0,0002349478376930035;3,2924645308542366e-05;0,0010653845362997214;0,00024260728293614065;0,000552667441817383;5,971321469035371e-07;0,0018377477577554862;0,00036349005573096553;6,389988251547558e-05;6,559570156891173e-05;0,00012972101330888108;0,0001926160312645412
1874;0,0;0,00010329461872515822;2,3716599376452257e-05;1,3126583451951645e-05;0,00025906916952018425;3,534926236170577e-05;0,0010643186864659324;0,0002506627197362832;0,0005632794779687954;5,971321469035371e-07;0,001968164113869924;0,00037730048266634446;7,019120817273818e-05;6,517835231534264e-05;0,00017391030512823948;0,00021183877509299364
1875;0,0;0,0001119381794621534;2,1111428135814742e-05;1,4362297256249284e-05;0,00029207930408249794;3,65245402430706e-05;0,0010549838017530938;0,000252551610304051;0,0005453908215713454;1,0473388759432315e-06;0,002110632392162058;0,000406355294606848;7,215199348463232e-05;6,236267608983326e-05;0,00017296075692943953;0,00020361904781956194
1876;0,0;7,022024785133649e-05;1,956869368768821e-05;1,6619425074233212e-05;0,00025547308756098834;3,456987838847324e-05;0,0010102506426587102;0,0002516473581895947;0,0005040044178323504;1,509261997918137e-06;0,002089072924198782;0,0003765214582277362;7,841046161567127e-05;5,208492471605755e-05;0,00021190780411676054;0,00020523785094285685
1877;0,0;6,321933077353086e-05;2,150220755733504e-05;1,6978288337148634e-05;0,0002587734034672654;3,54090569690665e-05;0,0009801195249435426;0,000247581767455683;0,000493502290867452;1,509261997918137e-06;0,0022338963909922832;0,00036614078453567345;7,0743987683792e-05;5,5945194584897505e-05;0,000223405181389223;0,00020424848636529144
1878;0,0;6,194758108384641e-05;2,03425689245965e-05;1,5240397337785388e-05;0,00026214778634831807;3,55327259171645e-05;0,0009855165574533334;0,0002661587132024579;0,0004963631909049582;1,9290434392717415e-06;0,0023400274325727616;0,00037048453772773167;6,7888965255796e-05;5,641675540703415e-05;0,00023715199729070136;0,000215370638605756
1879;0,0;6,457686530276468e-05;1,9972252321817257e-05;1,5760941250521553e-05;0,00026325317646426683;3,210009193058535e-05;0,0009588881506975408;0,00028633937745325966;0,0004920330411550822;2,215208232720605e-06;0,00238433936569241;0,00038751494295346286;6,419092975258016e-05;5,3168058197375755e-05;0,00023563323533640608;0,0002334892185120095
1880;0,0;6,0850250552643305e-05;1,9379155600875363e-05;1,7973607262839713e-05;0,0002508270914144565;3,4531342204705394e-05;0,0009395594783459923;0,0002817548095533441;0,00042284952022393033;1,6180760858170677e-06;0,002413062611594796;0,0003910733117403911;6,143999493295789e-05;5,4754402104403456e-05;0,00022063326403960152;0,0002325553201184708
1881;0,0;6,368790122581101e-05;2,13731510712023e-05;2,173729864044357e-05;0,0002448559371259762;3,1653242972749596e-05;0,0009356642684516764;0,0002699274805958599;0,00042923176936580736;1,985420843603996e-06;0,0023991647269992556;0,00037422709868094117;5,844468619540879e-05;5,4858872999830055e-05;0,0001884783955574676;0,0002235300761250463
1882;0,0;6,307627253525945e-05;2,207871148129925e-05;2,7129424345113353e-05;0,00025658226020043785;3,426441566034555e-05;0,0009670749282772054;0,00027012320060748607;0,00042918286453641485;2,1000619402197377e-06;0,002372686217963097;0,00035291668609716;6,633334359256488e-05;5,702869592434061e-05;0,00020045670713183687;0,000220355423152796
1883;0,0;5,83386378951088e-05;2,2106926727311865e-05;2,7392279276585085e-05;0,00023428937895784784;3,3743291031182056e-05;0,0009933491258250018;0,00026426844539985595;0,00043825531130486136;1,7746298525927225e-06;0,00233842152478506;0,00037277252756341895;6,681733525835756e-05;6,690910530388854e-05;0,0001775101899121572;0,00022368330649312284
1884;0,0;6,823164905459375e-05;1,832979715946489e-05;3,056829567883922e-05;0,0002284037334123111;3,36191003417038e-05;0,0010068880588473153;0,00026318592257926606;0,000458884980097147;1,7746298525927225e-06;0,002286744087801448;0,00038583407331316266;6,849967430103529e-05;7,059275130164419e-05;0,00018717784899178826;0,00024172264992167972
1885;0,0;7,571684323335961e-05;1,9974780737389404e-05;3,7109435473731924e-05;0,00022041236239342003;3,1367591800192584e-05;0,0009712107514912663;0,0002473105236536607;0,000465158927909215;1,614528307872628e-06;0,002236617027457604;0,000385989509205891;7,919051816835625e-05;8,855721895477992e-05;0,00018975395050802035;0,00023442185985394256
1886;0,0;7,849669348810753e-05;2,217933681793381e-05;3,9972401363489295e-05;0,00021589880004415008;3,0738753967593114e-05;0,0009794899207398494;0,0002358749660353559;0,00046400429839975137;1,3283635144237645e-06;0,0022914843741870883;0,0003712096811016506;7,761875297416867e-05;8,758751976399383e-05;0,00020624573997858012;0,00021726020804635482
1887;0,0;8,694136559889947e-05;2,4143461883698236e-05;4,316924600646287e-05;0,00022821472579640352;3,0256023819674738e-05;0,0009886726210035185;0,00023177938146545785;0,0004695624673851333;1,562108296683716e-06;0,0023488542865379713;0,0003775714925983006;8,238003975488286e-05;8,879722404994286e-05;0,00023086740189423187;0,00022111972027362626
1888;0,0;8,641570121069111e-05;2,2042845111107973e-05;4,2527458634010274e-05;0,00022805434615033197;3,0063913974182856e-05;0,0009587237270482416;0,00023084842268872308;0,00046817768374499537;1,3488797888174174e-06;0,0023741300278093797;0,0003922506331426641;8,124635785731828e-05;9,438342252516512e-05;0,0002552199329589452;0,00022576016363018425
1889;0,0;8,676228609212038e-05;2,1408322327585794e-05;4,455254765746629e-05;0,0001937417778208328;2,7044828446573123e-05;0,0009490439879300538;0,00022795458270203587;0,00047006478130892247;9,141446076301106e-07;0,0023407072668695556;0,0003936209363278717;7,48320271018851e-05;0,00011076222108385991;0,00024159398403103945;0,00022730554779367855
1890;0,0;9,538141106142057e-05;2,2238333079777866e-05;5,078404927059767e-05;0,0002080655820334089;2,948866365061674e-05;0,0009649595605359146;0,00023393240228740197;0,0004900763802392508;9,211710632379372e-07;0,002262481913411258;0,0003839275677819387;7,451898552192558e-05;0,00010093591608243254;0,00025903107468496146;0,00023796024574299475
1891;0,0;9,299773426261839e-05;2,345403302683735e-05;5,42892649946225e-05;0,00022977716623375145;3,0491537066674414e-05;0,0009903938916977495;0,00023983500341273611;0,00047051259701090336;1,2087099448316557e-06;0,0023522039035534753;0,0003695119858093676;7,70323806266658e-05;0,000100239174116723;0,00026224386796716966;0,0002331475668272885
1892;0,0;9,05002813007221e-05;2,0015671659783557e-05;5,651361293855319e-05;0,00024549997955805987;3,2336530304226994e-05;0,0009854526979324874;0,00023718575253691858;0,00045755353832126796;1,0826098493867318e-06;0,002489465337670741;0,000382394815850213;6,449131839352569e-05;8,967294564042407e-05;0,00026916748083749553;0,00023614606691678219
1893;0,0;9,269471011715982e-05;1,7838303177443648e-05;5,88717321241867e-05;0,0002593439960816925;3,515453528279977e-05;0,0009969255058552204;0,00023885598433740336;0,00043757781246053383;1,4828833399300429e-06;0,0024228576876339503;0,0003885475605004883;6,345326823975483e-05;8,567590563351197e-05;0,00027363015046181057;0,00022913612026189057
1894;0,0;8,760889370153433e-05;1,8815411095829404e-05;5,572008530764703e-05;0,0002414144481528118;3,958022866917028e-05;0,0010030370244099426;0,00025466450616867017;0,00040081754377752077;1,2491385576700914e-06;0,0022533523016526097;0,00040389488081668133;5,918997528299639e-05;7,814460169746391e-05;0,00026721015728981;0,00023437788578511184
1895;0,0;9,25928475226101e-05;1,8730595436571612e-05;5,4585934451876846e-05;0,00024932195563971097;4,1309382124511884e-05;0,0010292900567167504;0,0002625373619074318;0,0003783382940777561;1,631843333476419e-06;0,0021522559368999544;0,00038311245589284226;5,845766395395913e-05;7,295326318918731e-05;0,00026878700347359493;0,0002231529979975936
1896;0,0;9,046933168325008e-05;1,8187254775219636e-05;5,003982274891834e-05;0,0002423083710060122;4,2224237160683386e-05;0,001032739848077264;0,00027282356508554325;0,00035410639936474454;2,2250305090462267e-06;0,002072538895195716;0,00037557119217776095;5,984718914727896e-05;5,4249796172760914e-05;0,00028244860459381016;0,0002258998961224279
1897;0,0;8,44356788677812e-05;1,6658761633639836e-05;4,836622663008581e-05;0,00024149249579100536;4,29546121592596e-05;0,0010217704714575251;0,0002765455064945854;0,0003360550018831938;2,3785878663521283e-06;0,0020561513598035424;0,0003878647606013276;5,654470101035258e-05;6,261513111179997e-05;0,0002658631371689678;0,00021429579614310308
1898;1,1088783224977306e-07;8,252784482465358e-05;2,386192292647138e-05;4,7428049551204564e-05;0,00022087958768679528;4,073160653206287e-05;0,0009909862845753586;0,0002839557380087042;0,00038349818883684093;2,423712481507729e-06;0,0017942229663146592;0,0003920746361732849;5,233340922521685e-05;6,065832483922609e-05;0,0002614625957773699;0,0002151566556156987
1899;1,1088783224977306e-07;7,548432319838736e-05;2,3962213597477398e-05;4,948876640550484e-05;0,00021128100472976385;4,0805058785865966e-05;0,001016919590516149;0,00028901015411975095;0,0003907169522270644;2,7718109712233333e-06;0,0016593702119800063;0,00038037437012202905;5,5614235959313056e-05;5,659475773102583e-05;0,00024617126298055937;0,00020844814149053751
1900;3,0379103677091734e-07;7,434943622034293e-05;2,4675958038804833e-05;5,2195853023866736e-05;0,00021638657666959;4,154452994953317e-05;0,00103981422268719;0,0002937363498339047;0,0004031785757823465;4,011214725453881e-06;0,001660692045594;0,00038004974547740337;5,750469784158798e-05;7,375511675685889e-05;0,00029529733345563206;0,0002189517561289124
1901;3,0379103677091734e-07;7,439469982273295e-05;2,2248003058881034e-05;5,5079163173234384e-05;0,00024904518016098464;3,7415310316646355e-05;0,001041584034412933;0,0002973680596239449;0,0004054249562354276;6,9646708717690275e-06;0,0016509193171389469;0,00036944023642198384;5,505901421137034e-05;7,433160484587071e-05;0,0002914363790296193;0,00021554692304042485
1902;3,0379103677091734e-07;7,964133926309711e-05;2,653570529024104e-05;6,11853490032185e-05;0,00026075717869389337;3,755559012980874e-05;0,0010725956209561055;0,00030055386365087803;0,0004336887936265807;9,332916407954275e-06;0,0017381145750862614;0,0003966933718402288;6,09158044133957e-05;7,978274295185526e-05;0,00028968726805292784;0,00022402967455751162
1903;4,798717867515734e-07;8,203989604485937e-05;2,5575349939442405e-05;6,675211433762993e-05;0,0002715043300278402;3,5183789139279854e-05;0,0010693649008836864;0,00029515276115229687;0,0004254284021953936;9,666101062423746e-06;0,0018924994687300307;0,000409954187879131;6,472300770253372e-05;9,13308091250136e-05;0,00026928943920471023;0,00022113321002897076
1904;4,798717867515734e-07;8,155747325742726e-05;2,7368165384749386e-05;6,359301047658456e-05;0,00028627805152479723;3,3780706384537294e-05;0,0010662173216197906;0,00030134141785051076;0,00041877392829649447;1,0328496331218112e-05;0,0019426284520055299;0,0003893893758036679;7,480278806529636e-05;8,67231254427939e-05;0,0002689836313558252;0,00021122700348184608
1905;7,076554707298653e-07;8,174372153137353e-05;2,059963151168631e-05;6,4009230170216e-05;0,00029068783078400884;3,289523574169705e-05;0,0010816058290531924;0,0003078694947232309;0,0003729350932449701;1,1943193963962324e-05;0,0020185599298981416;0,00039793909374046573;7,726360869193221e-05;9,139295116256108e-05;0,00026728475047223455;0,000211503337206003
1906;7,076554707298653e-07;8,762229169535982e-05;2,0712165849090525e-05;5,872572817874502e-05;0,000319497475434868;3,53011484678843e-05;0,001110471293941373;0,0003171946121126114;0,0003675889859420879;1,229428064115317e-05;0,0020408048710253623;0,00040959393702775875;8,314093966938734e-05;9,484049964417604e-05;0,00026954930295427663;0,00022505040370950676
1907;5,14752266208721e-07;8,304204470732657e-05;2,0980998272079887e-05;5,698356103169187e-05;0,0002988299050749837;3,158039731943063e-05;0,0010992265483115002;0,000317123375940095;0,0004252700884015732;1,1414506571684666e-05;0,002097612819592801;0,00040277386688103434;7,986146296648908e-05;9,838221980576885e-05;0,00021650894268532284;0,00022378409149886077
1908;5,14752266208721e-07;8,4450259204719e-05;2,004298157284471e-05;5,730616123855725e-05;0,0002873718114772471;3,1908508495754564e-05;0,0011108963268010744;0,0003144613109335686;0,000451246043147486;9,6431029256954e-06;0,002096592522450789;0,0003985603793158329;8,136544522585609e-05;0,00010283414683596805;0,00021570936041825917;0,00021660456793272587
1909;8,522853153384143e-07;8,782238621409175e-05;1,6760697414091347e-05;6,315277565655768e-05;0,0003059803459239317;3,017796460978518e-05;0,0011010694574257027;0,00032071477237747913;0,00045274437720114037;1,028213339233324e-05;0,0020990827969009323;0,0003842439257693643;7,564151595878294e-05;0,00011468337431454399;0,00021402121482034478;0,0002076339261033614
1910;1,2836157279951164e-06;9,154340513565071e-05;1,7093848571546134e-05;6,161485990625286e-05;0,0003397886319232514;3,2027405438839196e-05;0,001134919421019731;0,00032781597708110766;0,0004893826209289338;1,1828839571340463e-05;0,0019696340262141477;0,00039719745278229566;7,29210540839631e-05;0,00010479683153010098;0,00021391400163598258;0,00020653545789173222
1911;1,3696756934982496e-06;9,334644833610842e-05;1,545079827889952e-05;7,080195254210204e-05;0,00033048717114070314;3,1865084590013536e-05;0,0011458439855362354;0,00032815263304135963;0,0005065864278159486;1,3020868497700837e-05;0,0019858324386794785;0,00040726868389486166;7,044069637426478e-05;0,00010740433335091178;0,0002273371105080254;0,0002174341115538222
1912;1,2152302339022266e-06;9,648035919391468e-05;1,6164498666577337e-05;7,61419020786239e-05;0,00034858285451783947;3,1411096098768864e-05;0,0011831333462656143;0,00033063513131180244;0,0005327428490480608;1,4758028348588986e-05;0,002031961620169958;0,00040886364526418874;7,643842577311131e-05;0,00010092039579896145;0,00023935142832799883;0,00021313056777216843
1913;1,532748969016292e-06;0,00010260269829944133;1,8389397991670974e-05;8,79752487240434e-05;0,0003316844689444614;2,8322299426365915e-05;0,0011868928725432073;0,0003473438352687351;0,0005589927825764919;1,757672869473481e-05;0,0020051739868774477;0,00041395735479454743;7,811900794812183e-05;0,00010343085615919075;0,00025346348918122075;0,0002037625319774504
1914;1,697176665871325e-06;0,0001053586873110492;1,9998633352510558e-05;8,870470976164922e-05;0,00033558427990750976;3,328363220589381e-05;0,0012026196470417614;0,0003699124558157304;0,000518834024530536;1,8132247094269716e-05;0,0019513957210749921;0,0004222253664920572;8,420251609615142e-05;9,495732626874087e-05;0,00025581959042548467;0,00020949562277954622
1915;2,000208525793872e-06;0,00010709866273828084;2,128616764756381e-05;8,729406683219818e-05;0,0003260008010589185;3,444946230501955e-05;0,0011984220561446688;0,00037178228272491;0,0005099875124869868;1,778353220873084e-05;0,0019867704395437613;0,0004280013724512953;8,567067603897678e-05;9,551568780352682e-05;0,00025990428704452436;0,0002240058100661762
1916;1,7400693394112717e-06;9,685946663142073e-05;2,1766041007660014e-05;8,346100953206457e-05;0,0002970368476391221;3,834915470893715e-05;0,0012065109201232968;0,00037479820938252876;0,000523810935452015;1,5942100211369897e-05;0,0020244200381317307;0,0004676675546631616;8,54570674034351e-05;8,500288483251747e-05;0,0002427758188007699;0,00023431843406537415
1917;1,5816319619079067e-06;9,421595206861509e-05;2,2784143587679345e-05;8,912697962516956e-05;0,0002782576270224776;4,089231790008593e-05;0,0011957811693719123;0,0003764141216119502;0,0005215387058602314;1,5134804698391235e-05;0,0020532992753682527;0,0004664319996144124;8,889399185006499e-05;8,692107818270805e-05;0,00025760930384421954;0,0002451206488071226
1918;2,130347530128672e-06;9,838360434904253e-05;2,5275045142539708e-05;8,299362101687231e-05;0,0002710917962238974;4,490732205145572e-05;0,0012061962739348278;0,00037808948880930463;0,0005258577402855735;1,4728938424468652e-05;0,0020815916026809384;0,0004621461292637312;8,227783934801534e-05;8,932053958687902e-05;0,0002473129565519879;0,00024642292503683293
1919;2,2742908889483715e-06;9,795969536493691e-05;2,6441093276779224e-05;8,573055855062453e-05;0,00027192617965608534;5,010203990098359e-05;0,0011866513757143235;0,0003803837216764805;0,0005179480987343206;1,3177518707964608e-05;0,002089447765943727;0,00048397382020734113;8,047935092950606e-05;9,892271707810454e-05;0,00023189677936638224;0,0002566839904310265
1920;2,2727921005533906e-06;9,487357358141577e-05;2,4759132039824703e-05;8,303608954715205e-05;0,000273081166467039;5,173753874844676e-05;0,001171370994208181;0,00036745178541813014;0,0004931140275792652;1,1659187951603858e-05;0,0020680562686590876;0,0004746540006245985;7,692107309204792e-05;0,00011789659717058903;0,00023905689334112267;0,00025564969356699815
1921;2,348223228563841e-06;9,098937750552847e-05;2,3124720119735036e-05;8,807558832099207e-05;0,0002897814575979802;5,009716517179186e-05;0,0011978884036320128;0,00034873229586602453;0,00048074267786952466;1,362183722010611e-05;0,00206912456113579;0,0005015738744467464;7,621608720650588e-05;0,00011783821897941898;0,0002778823613880377;0,0002463284870048353
1922;2,1191350896287986e-06;8,923792620407767e-05;2,2754561054430917e-05;9,301986584172742e-05;0,0003159749017608452;5,1591487298147906e-05;0,0012089452476564994;0,00034794452728549786;0,0004944842138294396;1,6337798212719334e-05;0,0020687656225553447;0,00049411764198989;7,805973041286052e-05;0,0001178419008088635;0,00026451503539906947;0,00023574336864840006
1923;2,328577254827126e-06;9,07572801419779e-05;2,3746219872983992e-05;0,00010041367285599075;0,00031852550819166936;4,998147582162866e-05;0,0012196062536012115;0,0003457233463320465;0,0004669345928830028;1,8220583391277095e-05;0,0019740436203262235;0,0004913998834256615;8,220698483845419e-05;0,00011418464152614303;0,0002702016900002491;0,00023292547471750628
1924;2,0974646527552717e-06;9,485115778521244e-05;2,5275402850054108e-05;0,00010615794394652767;0,0003191976117834981;4,6171299621684216e-05;0,001219504221288454;0,0003598376354472878;0,00046380456686685126;2,165335664423245e-05;0,0020146636286101837;0,0004987255124433432;7,799121866420527e-05;0,0001195619185117331;0,0002533274758726683;0,00023529592648888605
1925;1,5247815898788986e-06;9,849277457111124e-05;2,617885225423119e-05;0,00012041092044715436;0,0003286469206744057;4,370414663818727e-05;0,001236596822959005;0,0003597472284257362;0,00046761048387062535;2,543395376213604e-05;0,0019083893286213943;0,0005106527493938172;8,357542843181623e-05;0,000123827862807957;0,0002516139911027234;0,0002356551996334539
1926;1,4842931899445538e-06;0,00011364930563623993;2,4757495761410352e-05;0,0001410248647256854;0,0003495901052831739;4,219009294307138e-05;0,0012245526055007108;0,0003572476056693371;0,0004589161302906827;2,9744907489462745e-05;0,0020133971962163094;0,000509905852855549;8,55614944482243e-05;0,00012044708016998942;0,0002524152396940086;0,00022713771678744318
1927;1,1682732432254689e-06;0,0001206775071490743;2,664918647659371e-05;0,0001338682133272024;0,00035545683333891375;4,1559810272571796e-05;0,0012735079248419165;0,00035705580947771;0,000461638202458354;3,288819182703914e-05;0,0020170497009530663;0,0005311685526976362;8,722808664580433e-05;0,00010555366917027901;0,00024120917682271932;0,00022645191555576664
1928;1,3327935263366238e-06;0,00012708124229123184;2,7932293887390968e-05;0,00012949697959032034;0,00035050325745292606;4,093789008103548e-05;0,001275394320795645;0,00035448879641210496;0,00044846181026514387;3,345172266173384e-05;0,002063277705539284;0,0005248144264312162;8,51913715190936e-05;0,0001039726246939868;0,00019526658466669948;0,0002400976492416313
1929;1,4777821823384687e-06;0,00013698593355521943;2,9939911274011267e-05;0,00012650012227563172;0,0003348795676824271;4,106502769575725e-05;0,0013049586673982308;0,00035226198633608874;0,00042663752667847026;3,47189362465932e-05;0,002016763366035385;0,0005348314516595565;8,168657034600204e-05;0,00010476189881306449;0,00018598984914725797;0,00023605647519226683
1930;1,3238934837289662e-06;0,0001365648902914732;2,8312023557321352e-05;0,00011593939136998545;0,00034244744386212133;4,4307487152244516e-05;0,001317015137049436;0,00035610305531008635;0,0004223586659333835;3,63184316906232e-05;0,002078482845848027;0,0005302177019724955;7,860816708671337e-05;0,00010509935139322937;0,00018106971343253723;0,00023840925353267394
1931;1,5996247691520338e-06;0,00014330727659788472;2,773319270740363e-05;0,00010530335511508123;0,0003475037276855021;4,563366928778123e-05;0,001338240157825307;0,00034300989812306525;0,00041705860504797395;4,0653117139299866e-05;0,0021210154955042526;0,0005513476805520311;7,749632361862626e-05;0,00010054484797754931;0,00017983590916108888;0,00023366543635867335
1932;2,0206380188117886e-06;0,0001447540926489767;2,5602336758570997e-05;9,176493368353736e-05;0,0003691053377354235;4,5783717236450426e-05;0,0013439945048178612;0,00033522830043304045;0,00040573874165212534;4,350071947101242e-05;0,0021516234742843415;0,000558458058159366;7,254029778128565e-05;9,598085089887069e-05;0,00017544548589804826;0,00023739907451921942
1933;1,7841033158764015e-06;0,00013127231974457182;2,7686746152864673e-05;6,416096230818116e-05;0,00035778693602748845;4,706275506448167e-05;0,0013807463931568367;0,00033202848693950467;0,0004178830684915218;4,252931984995355e-05;0,0020082136480985874;0,0005685961241397308;6,795711523669265e-05;9,638439207394965e-05;0,00016196991379859225;0,000242381228028015
1934;2,0933576269247363e-06;0,00012805290826431052;2,6345907753823538e-05;6,304180471618435e-05;0,00036390219325507393;4,920031569456893e-05;0,00136781788699279;0,0003413563068274276;0,00041053363669821665;4,292256343368146e-05;0,0020735458227656117;0,0005749244272530112;6,04537206072564e-05;0,00010160241978545464;0,00015312806129129188;0,0002464115725940376
1935;2,0600218039338155e-06;0,000133456953627891;2,7745292438144785e-05;6,148661425088773e-05;0,0003671089741276644;5,212300737054778e-05;0,0013785187547910027;0,00034404493232744116;0,0004283328540363332;4,469299150449453e-05;0,002071932716976984;0,0005889711831384505;6,067692847214598e-05;9,874857970057098e-05;0,00014942198244430723;0,0002438121035603607
1936;2,1746035702311213e-06;0,00013251236217521573;2,7504198385486234e-05;5,966022342818178e-05;0,00038350184955301557;5,122460606798995e-05;0,0013649542519747879;0,00034525115292386284;0,0004372394869278651;4,5421152045881695e-05;0,002150226516407981;0,0006039068401670582;6,212335798798969e-05;0,00010268443426347012;0,00015400380886733598;0,0002495993482755564
1937;2,1292415513280664e-06;0,00013700529442368343;2,9949450208732742e-05;6,002039145057227e-05;0,00039535359194685176;5,0681532164682206e-05;0,001368983235546953;0,0003510164235974246;0,00045425775039932754;4,5097191251183434e-05;0,0021855889956766206;0,0006241968159364271;6,683383324863306e-05;0,00011240524437588256;0,0001445770651896185;0,00024873941129044397
1938;2,2116352241649144e-06;0,00013014010034696964;3,009417517725004e-05;5,8212293246080147e-05;0,0003905120463189503;5,339824237385724e-05;0,0013956453195922741;0,00035501762860284155;0,00045941400717960533;4,0676570733921835e-05;0,002103443408226927;0,0006234563508249786;6,619826454620384e-05;0,00011497896090466902;0,0001397478285980469;0,00024533252534248665
1939;2,3230718237954306e-06;0,0001263863103823886;3,127806483657228e-05;5,990763278467577e-05;0,00037893315883203674;5,455791389457383e-05;0,001414099941549856;0,00036502222948391657;0,00046876369716691054;3,594926494900262e-05;0,002174044103802381;0,0006418988700066361;7,1745782698989e-05;0,00012172419750251201;0,0001359936098716779;0,00024346551461868718
