year;sierra;escalera;casco;maletín;cono;cubo;linterna;chaleco;martillo;pincel;pala;manguera;taladro;polea;destornillador
mean_1800_2008;0,0018444633594004497;0,0008315128400675088;0,00062956150123959;3,076451416855667e-05;0,0006462632427894864;0,00025816723526768837;0,00018045323576082939;0,0001283438907563369;0,00034424271824700937;0,00036802190753586217;0,000317494377809392;3,116988359760419e-05;8,121528847554495e-05;0,00010001222748366444;6,158299915027107e-06
mean_1900-2008;0,0018613027872864925;0,0008363700841544531;0,0005333745489943556;5,673773755153179e-05;0,0005611918055391319;0,0002103537217916887;0,0001748598988112111;0,00014066864695933288;0,0003037410592787081;0,00032178804274188614;0,00029534782074968236;5,322291303614425e-05;7,620855650718364e-05;6,727490421126308e-05;9,014540142601945e-06
1800;0,0007596119303343585;0,0007074406539686606;0,0012182924820081098;0,0;0,0017750333427102305;0,0007599645527989196;0,0002882781785729094;5,1184544602733695e-05;0,0007443606136803282;0,00043205296265114157;0,0008600135686265276;2,1022174223617185e-06;0,00016898975019330464;0,0003694312624702434;2,7172294636557126e-06
1801;0,0007130136782507179;0,0006947956444491865;0,001044168366206577;0,0;0,0016112462253659034;0,0007245439883263316;0,0003093600003012398;4,912815114721525e-05;0,0006875192866573343;0,00046425984237430384;0,000861846815496392;1,6817739378893748e-06;0,00015768821754136297;0,0003047480896611887;2,17378357092457e-06
1802;0,0007108615363904391;0,0007181601404226967;0,0009493566039964207;0,0;0,0014941796052880818;0,0007472323886759114;0,0002786745653793332;5,218027633683656e-05;0,0006264572675718227;0,0004452249375693403;0,0008054506565713382;6,753930866428466e-06;0,0001340830742435628;0,00025502723192497945;2,3467315794315864e-06
1803;0,0008399095674706456;0,0007838867726864659;0,0010830477224642112;0,0;0,001500384197632749;0,0007557847441473443;0,00025401279799552867;4,5567555823871384e-05;0,0006093413763405156;0,00047335628486117845;0,0007551898404147193;6,630688277807297e-06;0,0001191363726401765;0,00026235821307198293;2,0114842109413596e-06
1804;0,0007812867871897261;0,0008307360790890275;0,0011086355763317052;0,0;0,0014690079167069467;0,0006876687751043521;0,0002591417228359205;4,7760075310472014e-05;0,0006077550941491998;0,0004695227581968149;0,0006852221336625267;8,56831984411396e-06;9,351548213893628e-05;0,00026357291795469403;4,587816602809523e-07
1805;0,0008020172572287265;0,0007318589447485076;0,0010762567204177945;0,0;0,0013556279035193647;0,0006346127585337464;0,0002071228457063106;4,8277831561043574e-05;0,0005190917395988695;0,00046871824516918944;0,000552432269224872;8,56831984411396e-06;6,269315981910495e-05;0,00020939335385605773;4,587816602809523e-07
1806;0,000993784202104767;0,0006264362371309419;0,0009604410284477386;0,0;0,0010506609344572229;0,0005471095196948486;0,00017925304039830995;4,2510876292161424e-05;0,00046610502652453894;0,0004252163535056752;0,0005035437295321442;8,56831984411396e-06;6,043971697725478e-05;0,00016099873475029978;4,587816602809523e-07
1807;0,0014713852514043019;0,000663848951327444;0,0009948026347826402;0,0;0,0009268937836688046;0,0005016714534836605;0,00016373244834864766;5,4457284091670636e-05;0,000416996899080654;0,00043194881657525135;0,0005007323222473912;7,3670527456215495e-06;4,962831309082308e-05;9,853284562869443e-05;4,587816602809523e-07
1808;0,0015401797489695518;0,0006303287250375433;0,0009586376596156956;0,0;0,0009185815607842024;0,00042065589858404043;0,00012549466004786934;5,7615685124444234e-05;0,00038501671367287466;0,00035847408363614316;0,00043507435358541055;7,3670527456215495e-06;3,355944352888075e-05;0,00010096084364720679;4,587816602809523e-07
1809;0,0015841886384545694;0,0008147090657725389;0,0009098254005428835;0,0;0,0008668312667785877;0,0003167898398714897;0,00014924746705803824;5,145171146279739e-05;0,00037731339749110963;0,0005236342157591675;0,00041234955980533935;2,779236244318132e-06;3,300075575347299e-05;0,00010004328032664489;0,0
1810;0,0014712256285877498;0,000768152408779445;0,0006460153802631144;0,0;0,0007207813593725275;0,0002104331396627198;0,00014372965527594976;5,198597433166339e-05;0,00031456646638616803;0,00048143053683296396;0,0004589912675458306;1,9376315663066634e-06;3,1544467558676714e-05;7,003851253882334e-05;0,0
1811;0,001478724594302808;0,0007193416016499603;0,0003434552898592561;0,0;0,0007114324294629373;0,00020699072495387682;0,00014571261033324845;5,46196882770086e-05;0,0002448833730081138;0,00044448391755785063;0,0004464646411049346;1,1494172724724194e-06;3,076941490170222e-05;2,9656804859509324e-05;0,0
1812;0,0019359197462368422;0,000976905656508669;0,00022028402051026727;0,0;0,0006622406479956615;0,0001869524258576608;0,0001771720154205728;8,527686381804804e-05;0,00021124012294291915;0,000491443399498946;0,0004258120822799226;1,1494172724724194e-06;1,4877910205411483e-05;5,244476954300938e-05;0,0
1813;0,002048214433411236;0,0010698039594509673;0,00029081358060726155;0,0;0,0008618255313714534;0,0002203269835782911;0,0002206493442307484;0,00015252873290754515;0,00028484345031236965;0,000511204452128108;0,00045904098767225927;1,1494172724724194e-06;5,528146849493558e-05;6,439030032977046e-05;0,0
1814;0,0016159543000477633;0,0010738829002678227;0,0002773818900030684;0,0;0,0008807577419897175;0,00023759216186850348;0,00021673915365941606;0,00014302427696780536;0,0002760583064238225;0,0004880399014187528;0,0005524423776088432;1,1494172724724194e-06;5,917461375507369e-05;6,828344558990855e-05;0,0
1815;0,0015355698126638473;0,0010958386285762703;0,00033191005692450356;0,0;0,000824904243147882;0,0002843530507691737;0,00021263462680768237;0,0001523104468706801;0,00033813026090813637;0,0005323827719751405;0,000627798470174769;1,1494172724724194e-06;8,185148203665449e-05;5,928181922497191e-05;0,0
1816;0,001489230174099378;0,0008946628245861835;0,0005706434348797172;0,0;0,0008429016036513662;0,00030850265245265163;0,000191807164031031;0,00023451337390107644;0,00033918900693866557;0,00036845932202465647;0,0006117727122857884;1,1494172724724194e-06;8,011626156141054e-05;6,488661889696752e-05;0,0
1817;0,0014870190885371162;0,0008564492808155982;0,0005912193858291305;0,0;0,0008576729474693171;0,0003589626398284703;0,00019859646727127256;0,0002379670287869625;0,00035563735504443424;0,00034935408328757537;0,0005404124781957112;1,1494172724724194e-06;7,881338319748465e-05;7,624146048458767e-05;0,0
1818;0,001503829876777932;0,0007872351391467549;0,0005967173641303296;0,0;0,0009178243544738507;0,00040433039560282074;0,00018196633878428007;0,00023748409968707814;0,000388766511605354;0,0004186709507588862;0,0005370596552113836;0,0;8,437181447464224e-05;0,00015272142214988499;1,6675293019423926e-05
1819;0,0012960120004988443;0,00056191710362847;0,000573187363832923;0,0;0,0009317828958696087;0,00036707788727393824;0,00016698986655683257;0,00020563068159974918;0,0004196975152938519;0,0003930952256528794;0,0005199048376068406;1,0238499571966843e-06;9,001956665802677e-05;0,0001529700812495451;1,6675293019423926e-05
1820;0,0009310100917251215;0,00047781047669559484;0,0004860605810920658;0,0;0,0007261004611791577;0,0003064462703150639;0,00011639453906095047;0,00013718675932393256;0,00035722420729403633;0,0003638206278213017;0,0005025398422731087;1,0238499571966843e-06;4,9008541428260545e-05;0,00014456638918350758;1,6675293019423926e-05
1821;0,0008769452571349185;0,00043536234508272694;0,0004718220647451485;0,0;0,0007160217462244743;0,0003047506733569857;0,00010185014502894774;0,00013925097692078583;0,000359421754378023;0,00034557916218805725;0,00041441784170664117;1,0238499571966843e-06;4,805878412688409e-05;0,00014656001984089277;1,6675293019423926e-05
1822;0,0009091840378719748;0,0004075362150095836;0,0004977917634667912;0,0;0,0007385423876777557;0,00027359943552645357;0,00012085152596747712;0,00014258325182124411;0,000304953838232385;0,0003097243230903197;0,0003435313828958897;1,963853029402734e-06;2,8201925163427533e-05;0,0001475000229130988;1,6675293019423926e-05
1823;0,0009793764093046775;0,0004001608756100593;0,00027739224281374063;0,0;0,0008072176959623384;0,00025427044972405256;0,00012706017855634855;6,834416491788684e-05;0,00031197710248826685;0,00030629652201241697;0,0003599942699241053;4,562553255839573e-06;4,275464594424453e-05;0,0001949087079416196;1,6675293019423926e-05
1824;0,0010463654754338286;0,00036443836636733195;0,0002919112034760474;0,0;0,000840076433762858;0,000220449864432989;0,0001223187885963333;6,851992233285793e-05;0,000329832914758299;0,0003476128751702033;0,00037107431580807315;4,562553255839573e-06;5,799005537353099e-05;0,0002014952978056174;1,6675293019423926e-05
1825;0,0011171269696725566;0,0004566576633026541;0,00029627017446338347;0,0;0,0007931666199770657;0,00017180638646355613;0,00014320407899504062;8,520106088586285e-05;0,0003127968771618076;0,0003797651044936044;0,0003672542918918355;4,562553255839573e-06;6,146868583657903e-05;0,00014723825450297618;0,0
1826;0,0009683005828264868;0,0005490103278914051;0,00040777503857368307;0,0;0,0007592261876457737;0,00018565735574936428;0,0001637098729848471;9,324088279884433e-05;0,0003358311037767895;0,0003551611095125346;0,00035282880617160117;3,5387032986428883e-06;6,839427036149053e-05;0,00014949592405904305;0,0
1827;0,0012299183578891512;0,0005867275733960144;0,001000783705811565;4,342785432852127e-07;0,0008015748984949564;0,000218311473482962;0,0001869580850260328;9,590116698226275e-05;0,0003858719830012498;0,00039432940509089216;0,0003280515589462344;5,275817471783739e-06;7,27240579375835e-05;0,0001793935322577259;0,0
1828;0,0013170758718063422;0,0007155964242753855;0,0010753792009511795;4,342785432852127e-07;0,0008512775756181717;0,0002213823271241771;0,00019944006989395087;9,509196031233711e-05;0,0004209910912322812;0,0004125173599537188;0,0003991108412394949;5,880501520648197e-06;8,429308715156887e-05;0,0002128112195163924;0,0
1829;0,001654144944041036;0,000752264194099033;0,00114931666368128;4,342785432852127e-07;0,0008446744686807506;0,00023361516241493518;0,0002000304423940439;8,948907504548385e-05;0,00043108009646987606;0,0004267531429442377;0,00037544554223651564;4,940498448442148e-06;9,45780478949538e-05;0,00022982987957220757;0,0
1830;0,001883793460625124;0,0007370745736677366;0,0012069669537595473;4,342785432852127e-07;0,0008026741332806914;0,0003319420004897568;0,0002576281100833252;8,17113930549697e-05;0,0004725816065079666;0,0004729638898684893;0,00036892046994450666;2,341798222005309e-06;0,00012808348515136458;0,00022539692443907758;0,0
1831;0,0020015211313355913;0,0007879372138372023;0,0012319929088075046;4,342785432852127e-07;0,0010065045509171405;0,0004279425427609697;0,0002779982196443598;9,044144024171276e-05;0,00047951795555231257;0,0004770202037564429;0,000362522379353842;2,341798222005309e-06;0,00012360839848822382;0,0002206587558768141;0,0
1832;0,002175808575494947;0,0007848939796011628;0,0013972491160529898;4,342785432852127e-07;0,0010056179235107265;0,00045433953671038447;0,0002615269149178597;7,664604676652484e-05;0,0005130231751796341;0,0004333368614035342;0,00036578495772638623;2,341798222005309e-06;0,00014665398972673365;0,00020688321131144349;2,324829852438727e-06
1833;0,002370229386932416;0,0008587613852536638;0,0013023545437005981;4,342785432852127e-07;0,0010084902506995214;0,00045975783840341525;0,00024404653556432877;8,465137284474622e-05;0,00047554762139563015;0,00044937488447820736;0,0003730734793602356;2,341798222005309e-06;0,00015243459025831335;0,0001956170129752926;2,324829852438727e-06
1834;0,0022970240544444615;0,0008657628898488059;0,0008089376478892518;1,4104950350559063e-06;0,0010169735105591826;0,0004208771689003957;0,00023227056382373642;9,560507204956333e-05;0,00040998196319768406;0,0004477053835216793;0,0003731629314123503;6,046840488644583e-07;0,00015112447288499555;0,0001720510316057958;2,324829852438727e-06
1835;0,002330457066688853;0,0007505853773182025;0,00077542643858968;1,4104950350559063e-06;0,0009905032389464655;0,0004403728569611433;0,0002216043234121961;9,286203115672314e-05;0,00037385949066707065;0,00047007152781069247;0,00029021778768115576;0,0;0,00013661205571224855;0,00013398708976605382;2,324829852438727e-06
1836;0,0020929122261545024;0,0007412156589582862;0,0006579759688715317;1,4104950350559063e-06;0,0010508230843697675;0,000503307486659261;0,00023673124392839133;8,385696982518962e-05;0,00043647425107857477;0,0005024771326134214;0,00031214210594043834;0,0;0,00014968568556079326;0,00016791815267781982;2,7923048508325465e-06
1837;0,0018376055647552547;0,0007793541109484587;0,0007517343614641245;1,4104950350559063e-06;0,0010440856905396295;0,00047565771085698676;0,00017286137920434288;8,802575653784775e-05;0,00040553498885336533;0,0004890858040848148;0,00030359919297292696;0,0;0,00010332869838488738;0,00013771026873752947;2,7923048508325465e-06
1838;0,0018763497791951522;0,0007735131540747326;0,0007361301803549784;1,4104950350559063e-06;0,0008337500081064978;0,00040034326990020673;0,00015269206983248296;8,179345221443717e-05;0,0004812769183055414;0,000483940610657945;0,00029415893355430204;0,0;0,00011519171770097664;0,00014638768947504235;4,6680605285993285e-06
1839;0,001687145673453675;0,0008034596573582217;0,0006015166880907989;1,4104950350559063e-06;0,0007860190050580837;0,00039074568089095664;0,00015012198234996634;8,974969806071645e-05;0,00045397193519290473;0,0005017473670575003;0,00029044924108997554;0,0;8,634448330927366e-05;0,00014964746790318323;2,3432306761606014e-06
1840;0,0015138150047278032;0,0006840797530977787;0,0007219869660600255;1,4104950350559063e-06;0,00079603867431745;0,0003926058606599067;0,00014768407692957095;8,714339644809246e-05;0,0004786385164022379;0,0005053463415346674;0,0002786945028024742;0,0;7,950469418054646e-05;0,00017672453813994643;2,3432306761606014e-06
1841;0,001602903206990699;0,0007551974574328467;0,0006811913993130604;0,0;0,0007355872250108016;0,00046059054251860034;0,00014880282849714734;8,063845159865326e-05;0,0004938136986051436;0,0005133094743671661;0,000285461520174327;0,0;8,853517832514106e-05;0,0001985505359617231;2,5664663283464506e-06
1842;0,0017002826358033679;0,0008306917542150976;0,0006683294226864486;5,30271750319246e-07;0,0009108430861358232;0,00045682692351484936;0,00015797166221480957;8,591218423654417e-05;0,0005265232662817912;0,0005175416130701446;0,0002864961126241334;0,0;9,949412823776323e-05;0,0002321311918811781;2,5664663283464506e-06
1843;0,0017511997352162973;0,0008454281734365005;0,0007299017072779991;7,397289257328663e-07;0,0008637727660243399;0,00041804881090813845;0,00012024603555411368;9,000129028078976e-05;0,0004801140318834639;0,0005131594856980623;0,0002679861479139488;6,283715135525978e-07;9,070047407736379e-05;0,00019176161052720478;2,5179056807798716e-06
1844;0,0018910111716000494;0,0008669832628324262;0,0006006614577407683;7,397289257328663e-07;0,0008488618147696667;0,00037616941556604743;0,00013240592936978959;9,701955312786076e-05;0,00048245438912480107;0,0004992128391937253;0,0002699283251266544;1,9191235521377948e-06;0,00010212194914467027;0,00020565776545871425;2,5179056807798716e-06
1845;0,0018492212413028547;0,0008496409399023313;0,0006199280895608743;9,542391131235815e-07;0,0008182160789666731;0,00037215928127157634;0,0001584944446416817;0,00010024203983708242;0,00043542415824049385;0,0004877641848517149;0,00028372442427228507;2,13363373952851e-06;0,00010550705431861779;0,00020605611764170007;1,285680539808709e-06
1846;0,0018424076967806157;0,000842418317656016;0,000752091701932451;9,542391131235815e-07;0,0008498354288479146;0,0003629147873393127;0,00018358881318038454;9,956608226145493e-05;0,00043779567217175754;0,0004692567862158674;0,00029123180930972533;2,636046073486601e-06;0,00013342119911742754;0,00020654413138540155;1,285680539808709e-06
1847;0,002040921000505997;0,0008578134579043503;0,000714736441815538;1,5000538842814748e-06;0,0008471907027082384;0,0003469616314889988;0,00017649966090565222;9,589303268902377e-05;0,0004258312336397856;0,00045630633849214064;0,00029159962845629446;3,5457372910790193e-06;0,0001318499633790842;0,00017708301405556476;1,285680539808709e-06
1848;0,0020460445739445277;0,0008604550073089609;0,0008317281624061121;2,3898058516229933e-06;0,0008294484554686018;0,0002830753714988532;0,00019456764529682654;0,00012125317506875684;0,0004278141009958095;0,0004503566710159898;0,00029881006347360587;3,901638072940321e-06;0,00012363614538506745;0,00016139908650205013;1,0624448876228598e-06
1849;0,002004225513831313;0,0008323315471768314;0,0008549936085598478;3,3016191558488117e-06;0,0006193465391593886;0,00029668857775634806;0,00020537660166805187;0,00012175925040277695;0,0004103176999186482;0,00043239847725219855;0,0002865444002964068;3,901638072940321e-06;0,00012962169567539865;0,0001561406512402235;1,9637480467135253e-06
1850;0,00195402196498305;0,0008528373785208845;0,0008290599648067395;3,0921619804351915e-06;0,0005742086159443716;0,00028996408250999854;0,00022540715138217948;0,00012560035185872818;0,0003930934001670851;0,00041730146936710553;0,00028262369206848755;5,556122622302999e-06;0,0001248962251208598;0,00015561972272085507;1,5448336958862844e-06
1851;0,0019373252013922737;0,0008175379207386868;0,0009732314798124467;3,3136415770026617e-06;0,0005541612413903099;0,000280003936430668;0,00021929200459323638;0,000149072672326968;0,00040392148678490363;0,0004150631769204795;0,0002689473896160572;8,916442035505107e-06;0,00012727715069818908;0,0001528077080235692;2,430752082156167e-06
1852;0,0019268076487475938;0,0008507759113334551;0,001074264063000945;3,725305549754207e-06;0,0005558591055887518;0,00027886419664875054;0,00020177872589296645;0,0001542102414272709;0,00039113011942910295;0,0003940549894260974;0,0002571862816174481;8,701931848114392e-06;0,00011463930117575468;0,000136807570275518;2,8308451963507e-06
1853;0,0020660250161849297;0,0008610458215636235;0,0009731162143517785;4,069798821758143e-06;0,000554805930213271;0,000280010718662587;0,0001982742706526811;0,0001488266653788222;0,00041535674232103957;0,000378527667115642;0,0002477821453794604;9,232999355544638e-06;0,00010794875931553958;0,00017128460610495364;3,003091832352668e-06
1854;0,0018783555398320978;0,0009147161303449788;0,0008986729231505056;3,52398405060025e-06;0,0005317043555156228;0,0002747762128560031;0,0002116955767762972;0,00015283045269955307;0,00040810371371792693;0,00038586618822072135;0,0002528839201789067;8,663621261665152e-06;0,00011265152254834123;0,00017206198695670797;3,003091832352668e-06
1855;0,0017200988233006293;0,0009031005577396303;0,0007952113589583729;2,8037788598770215e-06;0,0005621064571771837;0,00030043851860942335;0,00020822001748196532;0,0001256420806125139;0,0004203262700944574;0,00037514405123926863;0,00023709174651490424;8,30772047980385e-06;0,00012191378979358497;0,00019639858399906577;3,3421853855892484e-06
1856;0,0022499772447710192;0,0009392544143338455;0,0008789794589704667;2,417622432407792e-06;0,0005886794497200754;0,0002915345394935035;0,00021141242509007237;0,0001431912486233549;0,00046253839108041054;0,0003674284536308343;0,0002505691814544012;8,835684793341767e-06;0,00011376869468092212;0,0001823227941193701;2,440882226498583e-06
1857;0,002295600786185657;0,000981873193138329;0,0008771062182079601;3,6589145047116745e-06;0,000638361111019289;0,00029847131405144216;0,00020438497391036696;0,0001516783039992983;0,000477741345353674;0,000369246851862824;0,00024155163568398815;7,638959281004126e-06;0,00011243600965826772;0,00017830584592307526;2,440882226498583e-06
1858;0,002419311061073261;0,0010427984307170846;0,0007230350027904413;3,567854900410339e-06;0,000626030909448413;0,00027946219103926396;0,0002122776598818226;0,0001277085337798261;0,00045066196889820276;0,000372484263217692;0,0002506821406963614;3,118307821482956e-06;0,00010514889774120611;0,00015889139928861238;1,8158038247609705e-06
1859;0,0023552412130811717;0,0010875120096898172;0,0006711246701992682;2,941680740268079e-06;0,0006175653587498735;0,00027129316484726066;0,00021440174253127352;0,00012510411693256174;0,0004464876935474292;0,0003866659166565764;0,0002558531507799801;4,562320476964032e-06;9,649931525603148e-05;0,00015145611769185052;1,691097281256556e-06
1860;0,0022516545089144658;0,001139326585481675;0,0007826035211369994;2,867332035297717e-06;0,000588082067614388;0,00026502314410338713;0,00021418272646250055;0,00014362398620245846;0,0004403828467859837;0,0003941263392854515;0,00025498602229033295;4,744491149161993e-06;8,446694396622791e-05;0,00012179520711340177;1,518850645254588e-06
1861;0,00229257124634127;0,0011452597001542536;0,000833427027048726;2,867332035297717e-06;0,0005865121303421412;0,0002773717905516345;0,0002201909670215433;0,0001536204113758036;0,00045606888241828917;0,00039408021491129015;0,0002599974972586746;5,408543784264046e-06;7,646254281163627e-05;0,00015745778877577062;2,021033524662081e-06
1862;0,0023295598631583353;0,001139923668753389;0,0008410349762146194;3,1563658353661594e-06;0,0005676692970674983;0,0002720025138712247;0,0002205588673729965;0,00016677547023391526;0,0004300601144028146;0,00038448679658488667;0,00026543891635810724;5,867124360950779e-06;6,828384105769405e-05;0,00013533423433338094;1,911230259768867e-06
1863;0,0020320085371037877;0,0011659034368806584;0,0007472446928399482;2,515441264806993e-06;0,0005682872012714922;0,00025057122294518716;0,00021139190948815667;0,00014708361391058133;0,0004035243201932255;0,0004107539682861118;0,000245022632887932;7,829184386512874e-06;6,557116226498952e-05;0,00015277093845205464;2,741238372802205e-06
1864;0,0020940166125780835;0,0012081757241893293;0,0009381228989825882;1,7944913111023197e-06;0,0005331834277707717;0,0002192647571064299;0,0002237909013404403;0,00014537850948467427;0,0003887544413113833;0,0004817119458623763;0,00024905386096309357;8,043909183186315e-06;6,204950377001037e-05;0,00015515482881970196;3,0014094321018092e-06
1865;0,0019349968689701719;0,0011706898736260232;0,0009565592660822273;1,6640713188361848e-06;0,0005384487784405272;0,00021576540640515826;0,00021350727560534973;0,00015157836271230605;0,00037998669800539834;0,000474735237990639;0,00024543700517045054;1,5019642520184918e-05;6,55736455103449e-05;0,0001542269038574367;2,7405694475695393e-06
1866;0,001969490910726433;0,001157220283078329;0,0009128531798653836;1,7896224946412076e-06;0,0005240296104602749;0,00019637519049605804;0,00022156265718617111;0,00016368103875460553;0,00035528551377085805;0,0004617800284125094;0,00023642643652367824;1,4580039271144024e-05;6,756459965475057e-05;0,0001556863440198088;1,8216523400838014e-06
1867;0,0019568229747944444;0,0010443635346746305;0,0007771885715815838;1,5194779276076327e-06;0,0005133187707022964;0,00018183518640008906;0,00021694864764348106;0,00014389857564570515;0,00032350482927410794;0,00043529252187519366;0,00023612206112894843;1,416363087766318e-05;6,0960998991634234e-05;0,00014901934345549047;1,8216523400838014e-06
1868;0,0018787655010653126;0,000981039355402962;0,0007423318493238185;1,5194779276076327e-06;0,0004948409241478657;0,00017284755326077824;0,0002005048567558073;0,00013376238224996735;0,0003115444899646848;0,00043854106804376764;0,00022488158687597855;1,3874447089636177e-05;5,744920973224257e-05;0,00010504762956640792;1,4982649533733039e-06
1869;0,0020205781506125015;0,0009733876725346949;0,0007113112847686612;1,2663626591802313e-06;0,0004862580291436254;0,00016199454973632652;0,00018020350580627564;0,00012663035704463255;0,0003173148343194043;0,00047904991333780345;0,00023087836942587662;1,4032262437727434e-05;7,631760549234709e-05;0,00010017429628663064;1,268974665029938e-06
